Problem Names,-2,-1,False,True,acc
gpt_generated/test/competition/3965/expert.txt,0,0,6,16,72.73
gpt_generated/test/competition/3965/question.txt,0,0,10,12,54.55
gpt_generated/test/interview/2801/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2801/question.txt,0,0,3,0,0.00
gpt_generated/test/competition/3997/expert.txt,0,20,0,0,0.00
gpt_generated/test/competition/3997/question.txt,0,20,0,0,0.00
gpt_generated/test/interview/2928/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2928/question.txt,0,1,1,0,0.00
gpt_generated/test/interview/2941/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2941/question.txt,0,2,0,0,0.00
gpt_generated/test/competition/3798/expert.txt,0,47,0,0,0.00
gpt_generated/test/competition/3798/question.txt,0,22,3,22,46.81
gpt_generated/test/competition/3984/expert.txt,0,20,0,0,0.00
gpt_generated/test/competition/3984/question.txt,0,0,20,0,0.00
gpt_generated/test/interview/2999/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2999/question.txt,0,0,1,1,50.00
gpt_generated/test/competition/3796/expert.txt,0,35,12,0,0.00
gpt_generated/test/competition/3796/question.txt,0,7,40,0,0.00
gpt_generated/test/interview/2880/expert.txt,0,3,0,0,0.00
gpt_generated/test/interview/2880/question.txt,0,0,2,1,33.33
gpt_generated/test/interview/2858/expert.txt,0,3,0,0,0.00
gpt_generated/test/interview/2858/question.txt,0,3,0,0,0.00
gpt_generated/test/interview/2871/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2871/question.txt,0,0,2,1,33.33
gpt_generated/test/competition/3970/expert.txt,0,0,19,3,13.64
gpt_generated/test/competition/3970/question.txt,0,0,14,8,36.36
gpt_generated/test/competition/3989/expert.txt,0,0,25,0,0.00
gpt_generated/test/competition/3989/question.txt,0,0,25,0,0.00
gpt_generated/test/interview/2937/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2937/question.txt,0,2,0,0,0.00
gpt_generated/test/interview/2960/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2960/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3795/expert.txt,0,0,41,6,12.77
gpt_generated/test/competition/3795/question.txt,0,0,41,6,12.77
gpt_generated/test/competition/3871/expert.txt,0,0,33,1,2.94
gpt_generated/test/competition/3871/question.txt,0,34,0,0,0.00
gpt_generated/test/competition/3818/expert.txt,1,0,0,0,0.00
gpt_generated/test/competition/3818/question.txt,0,39,4,0,0.00
gpt_generated/test/competition/3910/expert.txt,0,28,0,0,0.00
gpt_generated/test/competition/3910/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3520/expert.txt,0,0,2,0,0.00
gpt_generated/test/competition/3520/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/1170/expert.txt,0,0,11,12,52.17
gpt_generated/test/interview/1170/question.txt,0,0,4,19,82.61
gpt_generated/test/competition/3833/expert.txt,0,0,39,2,4.88
gpt_generated/test/competition/3833/question.txt,0,0,39,2,4.88
gpt_generated/test/interview/2798/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2798/question.txt,0,0,1,2,66.67
gpt_generated/test/competition/3991/expert.txt,0,0,16,4,20.00
gpt_generated/test/competition/3991/question.txt,0,0,16,4,20.00
gpt_generated/test/interview/2849/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2849/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2886/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2886/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2926/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2926/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3874/expert.txt,0,0,26,8,23.53
gpt_generated/test/competition/3874/question.txt,0,0,34,0,0.00
gpt_generated/test/competition/3801/expert.txt,0,0,46,0,0.00
gpt_generated/test/competition/3801/question.txt,0,0,46,0,0.00
gpt_generated/test/competition/3954/expert.txt,0,0,18,5,21.74
gpt_generated/test/competition/3954/question.txt,0,0,18,5,21.74
gpt_generated/test/competition/3868/expert.txt,0,19,13,2,5.88
gpt_generated/test/competition/3868/question.txt,0,0,34,0,0.00
gpt_generated/test/interview/2827/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2827/question.txt,0,0,2,1,33.33
gpt_generated/test/competition/3943/expert.txt,0,0,24,0,0.00
gpt_generated/test/competition/3943/question.txt,0,0,20,4,16.67
gpt_generated/test/competition/3932/expert.txt,0,0,13,12,48.00
gpt_generated/test/competition/3932/question.txt,0,0,13,12,48.00
gpt_generated/test/competition/3875/expert.txt,0,0,33,1,2.94
gpt_generated/test/competition/3875/question.txt,0,0,33,1,2.94
gpt_generated/test/interview/2874/expert.txt,0,0,0,3,100.00
gpt_generated/test/interview/2874/question.txt,0,1,2,0,0.00
gpt_generated/test/interview/2996/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2996/question.txt,0,2,0,0,0.00
gpt_generated/test/competition/3638/expert.txt,0,0,0,2,100.00
gpt_generated/test/competition/3638/question.txt,0,0,0,2,100.00
gpt_generated/test/interview/2793/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2793/question.txt,0,0,2,1,33.33
gpt_generated/test/interview/2878/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2878/question.txt,0,0,2,1,33.33
gpt_generated/test/competition/3960/expert.txt,0,0,15,7,31.82
gpt_generated/test/competition/3960/question.txt,0,0,20,2,9.09
gpt_generated/test/interview/2966/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2966/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3811/expert.txt,1,0,0,0,0.00
gpt_generated/test/competition/3811/question.txt,0,14,21,14,28.57
gpt_generated/test/interview/2985/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2985/question.txt,0,1,1,0,0.00
gpt_generated/test/interview/2820/expert.txt,0,3,0,0,0.00
gpt_generated/test/interview/2820/question.txt,0,3,0,0,0.00
gpt_generated/test/competition/3959/expert.txt,0,22,0,0,0.00
gpt_generated/test/competition/3959/question.txt,0,22,0,0,0.00
gpt_generated/test/competition/3969/expert.txt,0,10,11,1,4.55
gpt_generated/test/competition/3969/question.txt,0,1,19,2,9.09
gpt_generated/test/interview/2903/expert.txt,0,1,1,0,0.00
gpt_generated/test/interview/2903/question.txt,0,0,1,1,50.00
gpt_generated/test/competition/3967/expert.txt,0,4,18,0,0.00
gpt_generated/test/competition/3967/question.txt,0,4,18,0,0.00
gpt_generated/test/competition/3920/expert.txt,0,0,26,0,0.00
gpt_generated/test/competition/3920/question.txt,0,0,26,0,0.00
gpt_generated/test/competition/3873/expert.txt,0,0,33,1,2.94
gpt_generated/test/competition/3873/question.txt,0,0,3,31,91.18
gpt_generated/test/interview/2898/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2898/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3849/expert.txt,0,0,23,15,39.47
gpt_generated/test/competition/3849/question.txt,0,0,26,12,31.58
gpt_generated/test/competition/3925/expert.txt,0,0,12,14,53.85
gpt_generated/test/competition/3925/question.txt,0,0,22,4,15.38
gpt_generated/test/interview/0947/expert.txt,0,0,22,6,21.43
gpt_generated/test/interview/0947/question.txt,0,0,22,6,21.43
gpt_generated/test/interview/2802/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2802/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3971/expert.txt,0,0,21,1,4.55
gpt_generated/test/competition/3971/question.txt,0,0,21,1,4.55
gpt_generated/test/interview/2819/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2819/question.txt,0,0,2,1,33.33
gpt_generated/test/competition/3797/expert.txt,0,47,0,0,0.00
gpt_generated/test/competition/3797/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3777/expert.txt,0,52,0,0,0.00
gpt_generated/test/competition/3777/question.txt,0,0,52,0,0.00
gpt_generated/test/interview/2904/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2904/question.txt,0,2,0,0,0.00
gpt_generated/test/interview/2952/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2952/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/2907/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2907/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3794/expert.txt,0,0,45,2,4.26
gpt_generated/test/competition/3794/question.txt,0,0,45,2,4.26
gpt_generated/test/interview/2924/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2924/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2779/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2779/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2872/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2872/question.txt,0,0,2,1,33.33
gpt_generated/test/competition/3963/expert.txt,0,22,0,0,0.00
gpt_generated/test/competition/3963/question.txt,0,22,0,0,0.00
gpt_generated/test/interview/2909/expert.txt,0,0,0,2,100.00
gpt_generated/test/interview/2909/question.txt,0,0,1,1,50.00
gpt_generated/test/competition/3839/expert.txt,0,40,0,0,0.00
gpt_generated/test/competition/3839/question.txt,0,40,0,0,0.00
gpt_generated/test/competition/3992/expert.txt,0,3,15,2,10.00
gpt_generated/test/competition/3992/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3782/expert.txt,0,51,0,0,0.00
gpt_generated/test/competition/3782/question.txt,0,38,10,3,5.88
gpt_generated/test/competition/3891/expert.txt,0,0,10,20,66.67
gpt_generated/test/competition/3891/question.txt,0,0,10,20,66.67
gpt_generated/test/competition/3842/expert.txt,0,0,36,3,7.69
gpt_generated/test/competition/3842/question.txt,0,0,39,0,0.00
gpt_generated/test/interview/2993/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2993/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/2840/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2840/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3966/expert.txt,0,0,18,4,18.18
gpt_generated/test/competition/3966/question.txt,0,0,18,4,18.18
gpt_generated/test/competition/3928/expert.txt,0,0,24,2,7.69
gpt_generated/test/competition/3928/question.txt,0,0,24,2,7.69
gpt_generated/test/interview/2887/expert.txt,0,1,1,0,0.00
gpt_generated/test/interview/2887/question.txt,0,1,1,0,0.00
gpt_generated/test/interview/2861/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2861/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3827/expert.txt,0,0,21,21,50.00
gpt_generated/test/competition/3827/question.txt,0,0,5,37,88.10
gpt_generated/test/competition/3944/expert.txt,0,0,24,0,0.00
gpt_generated/test/competition/3944/question.txt,0,0,24,0,0.00
gpt_generated/test/competition/3890/expert.txt,0,30,0,0,0.00
gpt_generated/test/competition/3890/question.txt,0,0,29,1,3.33
gpt_generated/test/competition/3976/expert.txt,0,7,11,3,14.29
gpt_generated/test/competition/3976/question.txt,0,0,14,7,33.33
gpt_generated/test/interview/2961/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2961/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3771/expert.txt,1,0,0,0,0.00
gpt_generated/test/competition/3771/question.txt,0,54,0,0,0.00
gpt_generated/test/interview/2877/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2877/question.txt,0,0,3,0,0.00
gpt_generated/test/competition/3768/expert.txt,0,0,54,0,0.00
gpt_generated/test/competition/3768/question.txt,0,0,49,5,9.26
gpt_generated/test/competition/3773/expert.txt,0,5,31,22,37.93
gpt_generated/test/competition/3773/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3888/expert.txt,0,29,0,2,6.45
gpt_generated/test/competition/3888/question.txt,0,29,2,0,0.00
gpt_generated/test/competition/3809/expert.txt,1,0,0,0,0.00
gpt_generated/test/competition/3809/question.txt,0,0,40,4,9.09
gpt_generated/test/competition/3770/expert.txt,0,54,0,0,0.00
gpt_generated/test/competition/3770/question.txt,0,0,54,0,0.00
gpt_generated/test/competition/3767/expert.txt,0,0,54,0,0.00
gpt_generated/test/competition/3767/question.txt,0,0,54,0,0.00
gpt_generated/test/competition/3817/expert.txt,0,0,39,4,9.30
gpt_generated/test/competition/3817/question.txt,0,19,21,3,6.98
gpt_generated/test/interview/2805/expert.txt,0,0,0,3,100.00
gpt_generated/test/interview/2805/question.txt,0,0,0,3,100.00
gpt_generated/test/interview/2897/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2897/question.txt,0,0,1,1,50.00
gpt_generated/test/interview/2121/expert.txt,0,0,4,3,42.86
gpt_generated/test/interview/2121/question.txt,0,0,6,1,14.29
gpt_generated/test/interview/2962/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2962/question.txt,0,0,1,1,50.00
gpt_generated/test/competition/3844/expert.txt,0,0,17,22,56.41
gpt_generated/test/competition/3844/question.txt,0,0,17,22,56.41
gpt_generated/test/competition/3860/expert.txt,0,0,32,3,8.57
gpt_generated/test/competition/3860/question.txt,0,0,31,4,11.43
gpt_generated/test/interview/2923/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2923/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3988/expert.txt,0,0,20,0,0.00
gpt_generated/test/competition/3988/question.txt,0,0,18,2,10.00
gpt_generated/test/competition/3832/expert.txt,0,0,41,0,0.00
gpt_generated/test/competition/3832/question.txt,0,0,40,1,2.44
gpt_generated/test/interview/2883/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2883/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2949/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2949/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/2837/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2837/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/0773/expert.txt,0,0,22,11,33.33
gpt_generated/test/interview/0773/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3815/expert.txt,0,43,0,0,0.00
gpt_generated/test/competition/3815/question.txt,0,43,0,0,0.00
gpt_generated/test/interview/1558/expert.txt,0,0,15,0,0.00
gpt_generated/test/interview/1558/question.txt,0,0,12,3,20.00
gpt_generated/test/interview/2843/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2843/question.txt,0,0,1,2,66.67
gpt_generated/test/interview/2836/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2836/question.txt,0,0,3,0,0.00
gpt_generated/test/interview/2788/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2788/question.txt,0,0,3,0,0.00
gpt_generated/test/interview/2687/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2687/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2967/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2967/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/2932/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2932/question.txt,0,0,1,1,50.00
gpt_generated/test/interview/2948/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2948/question.txt,0,2,0,0,0.00
gpt_generated/test/competition/3784/expert.txt,1,0,0,0,0.00
gpt_generated/test/competition/3784/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3931/expert.txt,0,0,21,4,16.00
gpt_generated/test/competition/3931/question.txt,0,0,23,2,8.00
gpt_generated/test/interview/2856/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2856/question.txt,0,0,1,2,66.67
gpt_generated/test/interview/2852/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2852/question.txt,0,0,3,0,0.00
gpt_generated/test/interview/2813/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2813/question.txt,0,0,2,1,33.33
gpt_generated/test/competition/3993/expert.txt,0,7,10,3,15.00
gpt_generated/test/competition/3993/question.txt,0,0,20,0,0.00
gpt_generated/test/interview/2910/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2910/question.txt,0,0,0,2,100.00
gpt_generated/test/interview/2978/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2978/question.txt,0,0,1,1,50.00
gpt_generated/test/interview/2977/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2977/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2418/expert.txt,0,3,0,0,0.00
gpt_generated/test/interview/2418/question.txt,0,3,0,0,0.00
gpt_generated/test/interview/2943/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2943/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3962/expert.txt,0,22,0,0,0.00
gpt_generated/test/competition/3962/question.txt,0,0,20,2,9.09
gpt_generated/test/interview/2786/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2786/question.txt,0,0,3,0,0.00
gpt_generated/test/interview/2814/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2814/question.txt,0,0,2,1,33.33
gpt_generated/test/competition/3879/expert.txt,0,0,10,23,69.70
gpt_generated/test/competition/3879/question.txt,0,0,13,20,60.61
gpt_generated/test/competition/3894/expert.txt,0,0,16,14,46.67
gpt_generated/test/competition/3894/question.txt,0,0,14,16,53.33
gpt_generated/test/competition/3878/expert.txt,0,31,1,1,3.03
gpt_generated/test/competition/3878/question.txt,0,0,33,0,0.00
gpt_generated/test/interview/2866/expert.txt,0,0,2,1,33.33
gpt_generated/test/interview/2866/question.txt,0,0,2,1,33.33
gpt_generated/test/interview/2449/expert.txt,0,3,0,0,0.00
gpt_generated/test/interview/2449/question.txt,0,3,0,0,0.00
gpt_generated/test/competition/3814/expert.txt,0,0,44,0,0.00
gpt_generated/test/competition/3814/question.txt,0,0,43,1,2.27
gpt_generated/test/competition/3762/expert.txt,0,33,21,1,1.82
gpt_generated/test/competition/3762/question.txt,0,0,53,2,3.64
gpt_generated/test/interview/2954/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2954/question.txt,0,2,0,0,0.00
gpt_generated/test/interview/2947/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2947/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3789/expert.txt,0,0,49,0,0.00
gpt_generated/test/competition/3789/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3924/expert.txt,0,0,23,3,11.54
gpt_generated/test/competition/3924/question.txt,0,0,15,11,42.31
gpt_generated/test/interview/2933/expert.txt,0,0,1,1,50.00
gpt_generated/test/interview/2933/question.txt,0,0,1,1,50.00
gpt_generated/test/competition/3803/expert.txt,0,12,23,11,23.91
gpt_generated/test/competition/3803/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3776/expert.txt,0,12,33,7,13.46
gpt_generated/test/competition/3776/question.txt,0,10,34,8,15.38
gpt_generated/test/competition/3496/expert.txt,0,0,2,0,0.00
gpt_generated/test/competition/3496/question.txt,0,1,1,0,0.00
gpt_generated/test/interview/2854/expert.txt,0,0,1,2,66.67
gpt_generated/test/interview/2854/question.txt,0,1,1,1,33.33
gpt_generated/test/interview/2984/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2984/question.txt,0,2,0,0,0.00
gpt_generated/test/interview/2922/expert.txt,0,0,0,2,100.00
gpt_generated/test/interview/2922/question.txt,0,0,1,1,50.00
gpt_generated/test/competition/3982/expert.txt,0,0,20,1,4.76
gpt_generated/test/competition/3982/question.txt,0,0,20,1,4.76
gpt_generated/test/competition/3866/expert.txt,0,0,32,2,5.88
gpt_generated/test/competition/3866/question.txt,0,0,34,0,0.00
gpt_generated/test/competition/3877/expert.txt,0,0,33,0,0.00
gpt_generated/test/competition/3877/question.txt,0,0,33,0,0.00
gpt_generated/test/competition/3428/expert.txt,0,0,2,0,0.00
gpt_generated/test/competition/3428/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3998/expert.txt,0,0,20,0,0.00
gpt_generated/test/competition/3998/question.txt,0,0,18,2,10.00
gpt_generated/test/interview/0614/expert.txt,0,0,26,14,35.00
gpt_generated/test/interview/0614/question.txt,0,40,0,0,0.00
gpt_generated/test/competition/3913/expert.txt,0,0,27,0,0.00
gpt_generated/test/competition/3913/question.txt,0,0,27,0,0.00
gpt_generated/test/interview/2846/expert.txt,0,0,0,3,100.00
gpt_generated/test/interview/2846/question.txt,0,0,0,3,100.00
gpt_generated/test/competition/3996/expert.txt,0,0,20,0,0.00
gpt_generated/test/competition/3996/question.txt,0,0,20,0,0.00
gpt_generated/test/interview/2929/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2929/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2438/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2438/question.txt,0,0,3,0,0.00
gpt_generated/test/interview/2983/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2983/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/2845/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2845/question.txt,0,0,3,0,0.00
gpt_generated/test/competition/3889/expert.txt,0,0,19,11,36.67
gpt_generated/test/competition/3889/question.txt,0,0,19,11,36.67
gpt_generated/test/interview/2882/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2882/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/2895/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2895/question.txt,0,0,1,1,50.00
gpt_generated/test/competition/3952/expert.txt,0,0,23,0,0.00
gpt_generated/test/competition/3952/question.txt,0,0,23,0,0.00
gpt_generated/test/competition/3940/expert.txt,0,0,19,5,20.83
gpt_generated/test/competition/3940/question.txt,0,0,24,0,0.00
gpt_generated/test/competition/3978/expert.txt,0,0,5,16,76.19
gpt_generated/test/competition/3978/question.txt,0,0,5,16,76.19
gpt_generated/test/interview/2787/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2787/question.txt,1,0,0,0,0.00
gpt_generated/test/interview/1770/expert.txt,0,0,7,5,41.67
gpt_generated/test/interview/1770/question.txt,0,0,7,5,41.67
gpt_generated/test/competition/3843/expert.txt,0,0,37,2,5.13
gpt_generated/test/competition/3843/question.txt,0,0,38,1,2.56
gpt_generated/test/competition/3774/expert.txt,0,0,40,12,23.08
gpt_generated/test/competition/3774/question.txt,0,0,32,20,38.46
gpt_generated/test/competition/3979/expert.txt,0,19,2,0,0.00
gpt_generated/test/competition/3979/question.txt,0,0,21,0,0.00
gpt_generated/test/interview/2969/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2969/question.txt,0,1,1,0,0.00
gpt_generated/test/competition/3772/expert.txt,0,0,36,17,32.08
gpt_generated/test/competition/3772/question.txt,0,0,36,17,32.08
gpt_generated/test/competition/3939/expert.txt,0,24,0,0,0.00
gpt_generated/test/competition/3939/question.txt,0,0,14,10,41.67
gpt_generated/test/competition/3850/expert.txt,0,0,34,4,10.53
gpt_generated/test/competition/3850/question.txt,0,9,29,0,0.00
gpt_generated/test/interview/2900/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2900/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3968/expert.txt,0,4,0,0,0.00
gpt_generated/test/competition/3968/question.txt,0,4,0,0,0.00
gpt_generated/test/interview/2790/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2790/question.txt,0,0,3,0,0.00
gpt_generated/test/interview/2873/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2873/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3899/expert.txt,0,0,28,1,3.45
gpt_generated/test/competition/3899/question.txt,0,0,28,1,3.45
gpt_generated/test/competition/3867/expert.txt,0,4,5,25,73.53
gpt_generated/test/competition/3867/question.txt,0,0,25,9,26.47
gpt_generated/test/interview/2925/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2925/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/0857/expert.txt,0,0,26,5,16.13
gpt_generated/test/interview/0857/question.txt,0,0,0,31,100.00
gpt_generated/test/interview/1686/expert.txt,0,0,13,0,0.00
gpt_generated/test/interview/1686/question.txt,0,0,10,3,23.08
gpt_generated/test/competition/3981/expert.txt,0,0,13,8,38.10
gpt_generated/test/competition/3981/question.txt,0,21,0,0,0.00
gpt_generated/test/competition/3893/expert.txt,0,0,30,0,0.00
gpt_generated/test/competition/3893/question.txt,0,0,30,0,0.00
gpt_generated/test/competition/3980/expert.txt,0,0,21,0,0.00
gpt_generated/test/competition/3980/question.txt,0,0,21,0,0.00
gpt_generated/test/interview/2921/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2921/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3812/expert.txt,0,4,40,0,0.00
gpt_generated/test/competition/3812/question.txt,0,41,3,0,0.00
gpt_generated/test/interview/2223/expert.txt,0,0,5,1,16.67
gpt_generated/test/interview/2223/question.txt,0,0,4,2,33.33
gpt_generated/test/interview/2821/expert.txt,0,0,3,0,0.00
gpt_generated/test/interview/2821/question.txt,0,0,3,0,0.00
gpt_generated/test/interview/2991/expert.txt,0,0,2,0,0.00
gpt_generated/test/interview/2991/question.txt,0,0,2,0,0.00
gpt_generated/test/competition/3916/expert.txt,0,0,32,0,0.00
gpt_generated/test/competition/3916/question.txt,0,0,31,1,3.12
gpt_generated/test/interview/2884/expert.txt,1,0,0,0,0.00
gpt_generated/test/interview/2884/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3724/expert.txt,0,0,76,3,3.80
gpt_generated/test/competition/3724/question.txt,1,0,0,0,0.00
gpt_generated/test/competition/3806/expert.txt,0,45,0,0,0.00
gpt_generated/test/competition/3806/question.txt,0,0,45,0,0.00
gpt_generated/test/interview/2989/expert.txt,0,2,0,0,0.00
gpt_generated/test/interview/2989/question.txt,0,0,2,0,0.00
gpt_generated/test/interview/2899/expert.txt,0,0,2,0,0.00
